month,trades,totalR,pnl,returnPct
2019-10,3,-3.0715368773918823,-307.15368773918823,-3.0715368773918823
2019-11,2,1.7833991551159705,172.86213923954878,1.7833991551159705
2020-01,13,-8.231671630718097,-793.5766562167732,-8.043787834578547
2020-02,8,2.438897362783529,219.26784562477746,2.4169384944205765
2020-03,7,-5.83366990120092,-531.2238875257956,-5.7288725017817494
2020-07,6,-1.718715502257065,-152.5641236576056,-1.7415646438223125
2020-08,7,-0.16104997298248425,-15.888222641374483,-0.18436284407658757
2020-09,3,-1.1099607500613082,-96.77330417850473,-1.1371518229783326
2020-10,4,-0.8103431389924275,-69.80760649511404,-0.8217541674699352
2020-11,5,1.1581956642023514,98.52874913326308,1.1467867907855303
2021-01,5,5.038932732435697,435.18209381934867,5.105571077097702
2021-02,7,4.941889540597437,443.8448603398411,5.0437861136218585
2021-03,2,1.10080969791019,102.56596313905456,1.1050837163332523
2021-04,10,6.369798965282522,604.3182883577175,6.452957411326206
2021-05,7,0.38561053932184464,34.63721278022324,0.35263975089184346
2021-08,3,8.891222594563468,901.5825979491638,8.922839171721918
2021-11,8,0.7236006597941462,74.47026016644372,0.7275480949047162
2021-12,2,2.72987883656665,305.03131953576224,2.7179224778447457
2022-01,6,-6.053575757414442,-678.5170565388586,-6.022917816656238
2022-02,2,0.3924547856292174,42.1762790394616,0.3924547856292174
2022-03,1,0.39123924585320424,42.2106577274884,0.3912392458532042
2022-04,2,0.3033535478178506,31.422431709594576,0.29011104905629526
2022-05,3,2.7138960303356914,293.8578547403147,2.7226750162610105
2022-06,7,-2.754281222837067,-311.4860552276949,-2.791980812144389
2022-09,1,0.20068802631578941,21.764552139618306,0.20068802631578944
2022-10,3,-1.1499408786755616,-125.81970512295644,-1.157843032047663
2023-10,4,2.2008989298582766,237.60531149393023,2.190926819902919
2023-11,3,6.6650020888283565,739.4493761419105,6.735420651728595
2023-12,7,2.45438872022126,280.1035112501395,2.6078185016788353
2024-02,3,0.7670742958543908,89.78099764559583,0.7482952689078144
2024-03,6,12.02306734712453,1507.596545469104,12.471997058613006
2024-04,4,-2.662716777906276,-360.7601408649183,-2.677080175819301
2024-05,7,-2.852548574472178,-376.76023224688834,-2.8467631486644827
2024-06,1,0.8710477853838168,111.99869856219995,0.8710477853838167
2024-08,2,1.0852635404859023,140.98479914559346,1.0870130617185048
2024-09,1,-1.0055388999191117,-131.83531694264556,-1.0055388999191117
2024-10,11,1.3697732582345472,172.55570681561858,1.3280740837259017
2024-11,13,8.067801523633726,1071.2190406207903,9.120162327968862
2024-12,2,0.586065793653142,81.82723342246206,0.5867783996747474
2025-01,4,-1.718775152980516,-247.05570271641426,-1.727097226560758
2025-02,2,2.84970074794729,402.76183321821145,2.83448970729828
2025-03,1,0.20256568181818183,28.810615299004002,0.2025656818181818
2025-04,1,0.8978629763663226,130.09311816459052,0.8978629763663226
2025-05,3,-0.43443715595785815,-64.25436699097747,-0.43951775309290875
2025-06,14,-3.9289563911681253,-573.1136996316022,-3.93756350153871
2025-07,2,-0.20996459457666794,-30.759366034553338,-0.2199938617376124
2025-08,8,0.603691129029085,83.37217881816005,0.5765557550863774
2025-09,1,0.898007073732719,126.0310985731675,0.8980070737327193
2025-10,15,-7.812605970090067,-1088.5951780834403,-7.528120576675828
2026-02,17,-0.7351650692343759,-107.06052106786541,-0.8190083850751909
2026-03,13,-3.329555138141708,-435.47867904096745,-3.243132872081443
2026-06,31,6.8492842522908495,865.1057425869527,6.672671490528625
2026-07,27,8.142603418367345,1091.5626281005495,8.32834310206945